row_id,conn_date,conn_time_utc,timing_advance,cell_id,network_type,tower_lat,tower_lon,sector_orientation,device_lat,device_lon
,,,,,,,,,,
318,5/24/2025,0:04:03,3,18497943,4G,39.3433,-76.729202,240,39.343746,-76.731483
,,,,,,,,,,
319,5/24/2025,0:04:18,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
320,5/24/2025,0:04:41,3,18497943,4G,39.3433,-76.729202,240,39.343746,-76.731483
,,,,,,,,,,
321,5/24/2025,0:05:08,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
322,5/24/2025,0:06:21,3,18497943,4G,39.3433,-76.729202,240,39.343746,-76.731483
,,,,,,,,,,
323,5/24/2025,0:09:30,3,18498016,4G,39.3433,-76.729202,240,39.342361,-76.730186
,,,,,,,,,,
324,5/24/2025,0:10:08,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
325,5/24/2025,0:12:31,3,18498016,4G,39.3433,-76.729202,240,39.342361,-76.730186
,,,,,,,,,,
326,5/24/2025,0:13:32,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
327,5/24/2025,0:15:33,3,18498016,4G,39.3433,-76.729202,240,39.342361,-76.730186
,,,,,,,,,,
328,5/24/2025,0:16:04,3,18497943,4G,39.3433,-76.729202,240,39.343746,-76.731483
,,,,,,,,,,
329,5/24/2025,0:19:09,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
330,5/24/2025,0:20:34,3,18497943,4G,39.3433,-76.729202,240,39.343746,-76.731483
,,,,,,,,,,
331,5/24/2025,0:22:47,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
332,5/24/2025,0:24:45,3,18497943,4G,39.3433,-76.729202,240,39.343746,-76.731483
,,,,,,,,,,
333,5/24/2025,0:26:58,3,18498016,4G,39.3433,-76.729202,240,39.342361,-76.730186
,,,,,,,,,,
334,5/24/2025,0:27:03,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
335,5/24/2025,0:27:50,3,18497943,4G,39.3433,-76.729202,240,39.343746,-76.731483
,,,,,,,,,,
336,5/24/2025,0:28:00,3,18498016,4G,39.3433,-76.729202,240,39.342361,-76.730186
,,,,,,,,,,
337,5/24/2025,0:28:51,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
338,5/24/2025,0:30:01,3,18497943,4G,39.3433,-76.729202,240,39.343746,-76.731483
,,,,,,,,,,
339,5/24/2025,0:32:10,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
340,5/24/2025,0:33:27,3,18497943,4G,39.3433,-76.729202,240,39.343746,-76.731483
,,,,,,,,,,
341,5/24/2025,0:33:56,3,18498016,4G,39.3433,-76.729202,240,39.342361,-76.730186
,,,,,,,,,,
342,5/24/2025,0:40:47,3,18497943,4G,39.3433,-76.729202,240,39.343746,-76.731483
,,,,,,,,,,
343,5/24/2025,0:46:31,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
344,5/24/2025,0:52:09,2,18497802,4G,39.3433,-76.729202,240,39.343723,-76.730476
,,,,,,,,,,
345,5/24/2025,1:06:45,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
346,5/24/2025,1:18:16,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
347,5/24/2025,1:32:22,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
348,5/24/2025,1:43:59,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
349,5/24/2025,2:00:47,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
350,5/24/2025,2:07:17,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
351,5/24/2025,2:29:10,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
352,5/24/2025,2:34:19,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
353,5/24/2025,2:41:41,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
354,5/24/2025,2:55:58,3,18497802,4G,39.3433,-76.729202,240,39.344002,-76.731606
,,,,,,,,,,
